Approval,Interest,Debt-to-Income Ratio_z,FICO Score_z,Request Amount_z,Combine,Approval3
"F",16200.000000,1.650284,0.375771,2.384040,-6.785616,"1 - Denied"
"F",1350.000000,1.650284,0.390237,-1.101257,-4.492312,"1 - Denied"
"F",5850.000000,1.650284,0.390237,-0.045106,-3.886946,"1 - Denied"
"F",8550.000000,1.650284,0.390237,0.588584,-4.059145,"1 - Denied"
"F",13950.000000,1.650284,0.390237,1.855965,-5.608232,"1 - Denied"
"F",450.000000,1.650284,0.404702,-1.312487,-4.689377,"1 - Denied"
"F",2700.000000,1.650284,0.404702,-0.784412,-4.135717,"1 - Denied"
"F",8100.000000,1.650284,0.404702,0.482969,-3.944696,"1 - Denied"
"F",10800.000000,1.650284,0.404702,1.116660,-4.451531,"1 - Denied"
"F",11700.000000,1.650284,0.404702,1.327890,-4.709712,"1 - Denied"
"F",13500.000000,1.650284,0.404702,1.750350,-5.359929,"1 - Denied"
"F",3600.000000,1.650284,0.419168,-0.573181,-3.934472,"1 - Denied"
"F",4950.000000,1.650284,0.419168,-0.256336,-3.803058,"1 - Denied"
"F",5400.000000,1.650284,0.433634,-0.150721,-3.723699,"1 - Denied"
"F",8100.000000,1.650284,0.433634,0.482969,-3.828970,"1 - Denied"
"F",8550.000000,1.650284,0.433634,0.588584,-3.885557,"1 - Denied"
"F",9450.000000,1.650284,0.433634,0.799814,-4.032192,"1 - Denied"
"F",11250.000000,1.650284,0.433634,1.222275,-4.459319,"1 - Denied"
"F",16200.000000,1.650284,0.433634,2.384040,-6.554165,"1 - Denied"
"F",17100.000000,1.650284,0.433634,2.595271,-7.080056,"1 - Denied"
"F",5400.000000,1.650284,0.448099,-0.150721,-3.665837,"1 - Denied"
"F",5850.000000,1.650284,0.448099,-0.045106,-3.655495,"1 - Denied"
"F",1350.000000,1.650284,0.462565,-1.101257,-4.202999,"1 - Denied"
"F",3600.000000,1.650284,0.462565,-0.573181,-3.760884,"1 - Denied"
"F",3600.000000,1.650284,0.462565,-0.573181,-3.760884,"1 - Denied"
"F",8100.000000,1.650284,0.462565,0.482969,-3.713245,"1 - Denied"
"F",13050.000000,1.650284,0.462565,1.644735,-4.949192,"1 - Denied"
"F",13500.000000,1.650284,0.462565,1.750350,-5.128478,"1 - Denied"
"F",1800.000000,1.650284,0.477031,-0.995642,-4.034404,"1 - Denied"
"F",1800.000000,1.650284,0.477031,-0.995642,-4.034404,"1 - Denied"
"F",9000.000000,1.650284,0.477031,0.694199,-3.779709,"1 - Denied"
"F",12150.000000,1.650284,0.477031,1.433505,-4.566221,"1 - Denied"
"F",4500.000000,1.650284,0.491496,-0.361951,-3.546394,"1 - Denied"
"F",6750.000000,1.650284,0.491496,0.166124,-3.494689,"1 - Denied"
"F",12150.000000,1.650284,0.491496,1.433505,-4.508358,"1 - Denied"
"F",1800.000000,1.650284,0.520428,-0.995642,-3.860816,"1 - Denied"
"F",5400.000000,1.650284,0.520428,-0.150721,-3.376523,"1 - Denied"
"F",6300.000000,1.650284,0.520428,0.060509,-3.366995,"1 - Denied"
"F",11250.000000,1.650284,0.520428,1.222275,-4.112142,"1 - Denied"
"F",13050.000000,1.650284,0.520428,1.644735,-4.717741,"1 - Denied"
"F",14400.000000,1.650284,0.520428,1.961580,-5.289063,"1 - Denied"
"F",14850.000000,1.650284,0.520428,2.067195,-5.501813,"1 - Denied"
"F",1350.000000,1.650284,0.534893,-1.101257,-3.913685,"1 - Denied"
"F",2250.000000,1.650284,0.534893,-0.890027,-3.703376,"1 - Denied"
"F",9450.000000,1.650284,0.534893,0.799814,-3.627153,"1 - Denied"
"F",12150.000000,1.650284,0.534893,1.433505,-4.334770,"1 - Denied"
"F",13500.000000,1.650284,0.534893,1.750350,-4.839165,"1 - Denied"
"F",15750.000000,1.650284,0.534893,2.278425,-5.902913,"1 - Denied"
"F",5850.000000,1.650284,0.549359,-0.045106,-3.250456,"1 - Denied"
"F",9000.000000,1.650284,0.549359,0.694199,-3.490396,"1 - Denied"
"F",10350.000000,1.650284,0.549359,1.011045,-3.760545,"1 - Denied"
"F",14400.000000,1.650284,0.549359,1.961580,-5.173338,"1 - Denied"
"F",14850.000000,1.650284,0.549359,2.067195,-5.386087,"1 - Denied"
"F",3150.000000,1.650284,0.563825,-0.678797,-3.421959,"1 - Denied"
"F",3600.000000,1.650284,0.563825,-0.573181,-3.355845,"1 - Denied"
"F",4950.000000,1.650284,0.563825,-0.256336,-3.224431,"1 - Denied"
"F",4950.000000,1.650284,0.563825,-0.256336,-3.224431,"1 - Denied"
"F",7650.000000,1.650284,0.563825,0.377354,-3.262775,"1 - Denied"
"F",9450.000000,1.650284,0.563825,0.799814,-3.511428,"1 - Denied"
"F",11250.000000,1.650284,0.563825,1.222275,-3.938554,"1 - Denied"
"F",1350.000000,1.650284,0.578290,-1.101257,-3.740097,"1 - Denied"
"F",15750.000000,1.650284,0.578290,2.278425,-5.729325,"1 - Denied"
"F",225.000000,1.650284,0.592756,-1.365294,-4.007866,"1 - Denied"
"F",6750.000000,1.650284,0.592756,0.166124,-3.089650,"1 - Denied"
"F",17550.000000,1.650284,0.592756,2.700886,-6.723243,"1 - Denied"
"F",4950.000000,1.650284,0.607222,-0.256336,-3.050842,"1 - Denied"
"F",13050.000000,1.650284,0.621688,1.644735,-4.312702,"1 - Denied"
"F",2700.000000,1.650284,0.636153,-0.784412,-3.209914,"1 - Denied"
"F",3150.000000,1.650284,0.636153,-0.678797,-3.132645,"1 - Denied"
"F",3600.000000,1.650284,0.636153,-0.573181,-3.066531,"1 - Denied"
"F",11250.000000,1.650284,0.636153,1.222275,-3.649241,"1 - Denied"
"F",12600.000000,1.650284,0.636153,1.539120,-4.086708,"1 - Denied"
"F",15300.000000,1.650284,0.636153,2.172810,-5.262815,"1 - Denied"
"F",13500.000000,1.650284,0.650619,1.750350,-4.376263,"1 - Denied"
"F",14850.000000,1.650284,0.650619,2.067195,-4.981048,"1 - Denied"
"F",1350.000000,1.650284,0.665085,-1.101257,-3.392921,"1 - Denied"
"F",4950.000000,1.650284,0.665085,-0.256336,-2.819392,"2 - Approve Half"
"F",9450.000000,1.650284,0.665085,0.799814,-3.106389,"1 - Denied"
"F",10350.000000,1.650284,0.665085,1.011045,-3.297643,"1 - Denied"
"F",15300.000000,1.650284,0.665085,2.172810,-5.147090,"1 - Denied"
"F",3600.000000,1.650284,0.679550,-0.573181,-2.892943,"2 - Approve Half"
"F",4500.000000,1.650284,0.679550,-0.361951,-2.794179,"2 - Approve Half"
"F",7650.000000,1.650284,0.679550,0.377354,-2.799873,"2 - Approve Half"
"F",9450.000000,1.650284,0.679550,0.799814,-3.048526,"1 - Denied"
"F",13500.000000,1.650284,0.679550,1.750350,-4.260537,"1 - Denied"
"F",14400.000000,1.650284,0.679550,1.961580,-4.652573,"1 - Denied"
"F",9900.000000,1.650284,0.694016,0.905430,-3.080713,"1 - Denied"
"F",15300.000000,1.650284,0.694016,2.172810,-5.031364,"1 - Denied"
"F",15750.000000,1.650284,0.694016,2.278425,-5.266423,"1 - Denied"
"F",6750.000000,1.650284,0.708482,0.166124,-2.626748,"2 - Approve Half"
"F",9450.000000,1.650284,0.708482,0.799814,-2.932801,"2 - Approve Half"
"F",7200.000000,1.650284,0.722947,0.271739,-2.592008,"2 - Approve Half"
"F",9900.000000,1.650284,0.722947,0.905430,-2.964988,"2 - Approve Half"
"F",11700.000000,1.650284,0.737413,1.327890,-3.378870,"1 - Denied"
"F",3600.000000,1.650284,0.751879,-0.573181,-2.603630,"2 - Approve Half"
"F",14850.000000,1.650284,0.751879,2.067195,-4.576009,"1 - Denied"
"F",1800.000000,1.650284,0.766344,-0.995642,-2.877150,"2 - Approve Half"
"F",9450.000000,1.650284,0.766344,0.799814,-2.701350,"2 - Approve Half"
"F",5400.000000,1.650284,0.780810,-0.150721,-2.334994,"2 - Approve Half"
"F",7200.000000,1.650284,0.780810,0.271739,-2.360557,"2 - Approve Half"
"F",9450.000000,1.650284,0.780810,0.799814,-2.643487,"2 - Approve Half"
"F",10800.000000,1.650284,0.780810,1.116660,-2.947100,"2 - Approve Half"
"F",12600.000000,1.650284,0.780810,1.539120,-3.508081,"1 - Denied"
"F",7200.000000,1.650284,0.795276,0.271739,-2.302694,"2 - Approve Half"
"F",9450.000000,1.650284,0.795276,0.799814,-2.585625,"2 - Approve Half"
"F",11250.000000,1.650284,0.795276,1.222275,-3.012751,"1 - Denied"
"F",4950.000000,1.650284,0.809741,-0.256336,-2.240765,"2 - Approve Half"
"F",6300.000000,1.650284,0.809741,0.060509,-2.209741,"2 - Approve Half"
"F",1350.000000,1.650284,0.824207,-1.101257,-2.756431,"2 - Approve Half"
"F",5400.000000,1.650284,0.824207,-0.150721,-2.161406,"2 - Approve Half"
"F",9000.000000,1.650284,0.824207,0.694199,-2.391004,"2 - Approve Half"
"F",9000.000000,1.650284,0.824207,0.694199,-2.391004,"2 - Approve Half"
"F",14400.000000,1.650284,0.824207,1.961580,-4.073946,"1 - Denied"
"F",15300.000000,1.650284,0.824207,2.172810,-4.510600,"1 - Denied"
"F",16650.000000,1.650284,0.824207,2.489656,-5.249240,"1 - Denied"
"F",13950.000000,1.650284,0.838673,1.855965,-3.814488,"1 - Denied"
"F",15750.000000,1.650284,0.838673,2.278425,-4.687796,"1 - Denied"
"F",5400.000000,1.650284,0.853138,-0.150721,-2.045681,"2 - Approve Half"
"F",9000.000000,1.650284,0.853138,0.694199,-2.275279,"2 - Approve Half"
"F",11700.000000,1.650284,0.853138,1.327890,-2.915968,"2 - Approve Half"
"F",4050.000000,1.650284,0.867604,-0.467566,-2.085769,"2 - Approve Half"
"F",7200.000000,1.650284,0.867604,0.271739,-2.013381,"2 - Approve Half"
"F",9900.000000,1.650284,0.867604,0.905430,-2.386361,"2 - Approve Half"
"F",11250.000000,1.650284,0.882070,1.222275,-2.665575,"2 - Approve Half"
"F",6300.000000,1.650284,0.911001,0.060509,-1.804702,"2 - Approve Half"
"F",7200.000000,1.650284,0.911001,0.271739,-1.839793,"2 - Approve Half"
"F",8100.000000,1.650284,0.911001,0.482969,-1.919501,"2 - Approve Half"
"F",11250.000000,1.650284,0.911001,1.222275,-2.549849,"2 - Approve Half"
"F",12600.000000,1.650284,0.911001,1.539120,-2.987317,"2 - Approve Half"
"F",13950.000000,1.650284,0.925467,1.855965,-3.467312,"1 - Denied"
"F",11250.000000,1.650284,0.939932,1.222275,-2.434124,"2 - Approve Half"
"F",2700.000000,1.650284,0.954398,-0.784412,-1.936934,"2 - Approve Half"
"F",2700.000000,1.650284,0.968864,-0.784412,-1.879071,"2 - Approve Half"
"F",7650.000000,1.650284,0.968864,0.377354,-1.642619,"2 - Approve Half"
"F",9900.000000,1.650284,0.968864,0.905430,-1.981322,"2 - Approve Half"
"F",5400.000000,1.650284,0.983329,-0.150721,-1.524916,"2 - Approve Half"
"F",10800.000000,1.650284,0.983329,1.116660,-2.137022,"2 - Approve Half"
"F",10800.000000,1.650284,0.997795,1.116660,-2.079160,"2 - Approve Half"
"F",6750.000000,1.650284,1.026726,0.166124,-1.353768,"2 - Approve Half"
"F",3150.000000,1.650284,1.084589,-0.678797,-1.338901,"2 - Approve Half"
"F",8100.000000,1.650284,1.099055,0.482969,-1.167286,"2 - Approve Half"
"F",10350.000000,1.650284,1.099055,1.011045,-1.561762,"2 - Approve Half"
"F",11700.000000,1.650284,1.113521,1.327890,-1.874439,"2 - Approve Half"
"F",12600.000000,1.650284,1.113521,1.539120,-2.177239,"2 - Approve Half"
"F",16200.000000,1.650284,1.113521,2.384040,-3.834618,"1 - Denied"
"F",4050.000000,1.650284,1.127986,-0.467566,-1.044240,"2 - Approve Half"
"F",10350.000000,1.650284,1.127986,1.011045,-1.446037,"2 - Approve Half"
"F",8550.000000,1.650284,1.156918,0.588584,-0.992421,"2 - Approve Half"
"F",13050.000000,1.650284,1.156918,1.644735,-2.171782,"2 - Approve Half"
"F",900.000000,1.650284,1.171383,-1.206872,-1.489613,"2 - Approve Half"
"F",2250.000000,1.650284,1.171383,-0.890027,-1.157417,"2 - Approve Half"
"F",6300.000000,1.650284,1.200315,0.060509,-0.647448,"2 - Approve Half"
"F",6300.000000,1.650284,1.214780,0.060509,-0.589585,"2 - Approve Half"
"F",12600.000000,1.650284,1.243712,1.539120,-1.656474,"2 - Approve Half"
"F",7200.000000,1.650284,1.258177,0.271739,-0.451088,"2 - Approve Half"
"F",8550.000000,1.650284,1.330506,0.588584,-0.298069,"2 - Approve Half"
"F",7200.000000,1.650284,1.359437,0.271739,-0.046049,"2 - Approve Half"
"F",12150.000000,1.650284,1.359437,1.433505,-1.036596,"2 - Approve Half"
"F",9000.000000,1.650284,1.446231,0.694199,0.097092,"3 - Approve Whole"
"F",3600.000000,1.650284,1.504094,-0.573181,0.405231,"3 - Approve Whole"
"F",11250.000000,1.650284,1.619819,1.222275,0.285423,"3 - Approve Whole"
"F",2700.000000,1.650284,1.822339,-0.784412,1.534828,"3 - Approve Whole"
"F",11700.000000,1.650284,1.822339,1.327890,0.960833,"3 - Approve Whole"
"F",10800.000000,1.650284,1.894667,1.116660,1.508328,"3 - Approve Whole"
"F",1350.000000,1.650284,1.966995,-1.101257,1.814723,"3 - Approve Whole"
"F",7200.000000,1.723157,-3.877138,0.271739,-21.484009,"1 - Denied"
"F",225.000000,1.723157,-3.775878,-1.365294,-21.974063,"1 - Denied"
"F",4050.000000,1.723157,-3.660153,-0.467566,-20.688456,"1 - Denied"
"F",1800.000000,1.723157,-3.501030,-0.995642,-20.438309,"1 - Denied"
"F",2250.000000,1.723157,-3.428702,-0.890027,-20.049418,"1 - Denied"
"F",6300.000000,1.723157,-3.414236,0.060509,-19.597312,"1 - Denied"
"F",450.000000,1.723157,-3.327442,-1.312487,-20.109616,"1 - Denied"
"F",900.000000,1.723157,-3.298511,-1.206872,-19.860850,"1 - Denied"
"F",4050.000000,1.723157,-3.298511,-0.467566,-19.241889,"1 - Denied"
"F",2700.000000,1.723157,-3.255114,-0.784412,-19.266642,"1 - Denied"
"F",225.000000,1.723157,-3.182785,-1.365294,-19.601692,"1 - Denied"
"F",2250.000000,1.723157,-3.168320,-0.890027,-19.007889,"1 - Denied"
"F",900.000000,1.723157,-3.124923,-1.206872,-19.166497,"1 - Denied"
"F",900.000000,1.723157,-3.110457,-1.206872,-19.108634,"1 - Denied"
"F",1350.000000,1.723157,-3.095991,-1.101257,-18.928885,"1 - Denied"
"F",225.000000,1.723157,-3.081526,-1.365294,-19.196654,"1 - Denied"
"F",3600.000000,1.723157,-3.081526,-0.573181,-18.428908,"1 - Denied"
"F",450.000000,1.723157,-3.067060,-1.312487,-19.068087,"1 - Denied"
"F",9900.000000,1.723157,-3.067060,0.905430,-18.616678,"1 - Denied"
"F",14850.000000,1.723157,-3.067060,2.067195,-20.343425,"1 - Denied"
"F",1350.000000,1.723157,-3.052594,-1.101257,-18.755297,"1 - Denied"
"F",225.000000,1.723157,-3.038129,-1.365294,-19.023065,"1 - Denied"
"F",5850.000000,1.723157,-2.951335,-0.045106,-17.744892,"1 - Denied"
"F",900.000000,1.723157,-2.936869,-1.206872,-18.414282,"1 - Denied"
"F",450.000000,1.723157,-2.922403,-1.312487,-18.489460,"1 - Denied"
"F",2250.000000,1.723157,-2.879006,-0.890027,-17.850635,"1 - Denied"
"F",2700.000000,1.723157,-2.864540,-0.784412,-17.704349,"1 - Denied"
"F",5400.000000,1.723157,-2.835609,-0.150721,-17.292332,"1 - Denied"
"F",13950.000000,1.723157,-2.835609,1.855965,-19.003276,"1 - Denied"
"F",2250.000000,1.723157,-2.792212,-0.890027,-17.503459,"1 - Denied"
"F",450.000000,1.723157,-2.777746,-1.312487,-17.910833,"1 - Denied"
"F",3150.000000,1.723157,-2.777746,-0.678797,-17.279905,"1 - Denied"
"F",10800.000000,1.723157,-2.763281,1.116660,-17.615124,"1 - Denied"
"F",3600.000000,1.723157,-2.719884,-0.573181,-16.982340,"1 - Denied"
"F",1800.000000,1.723157,-2.690952,-0.995642,-17.197997,"1 - Denied"
"F",5400.000000,1.723157,-2.690952,-0.150721,-16.713704,"1 - Denied"
"F",2700.000000,1.723157,-2.676487,-0.784412,-16.952134,"1 - Denied"
"F",3150.000000,1.723157,-2.647555,-0.678797,-16.759140,"1 - Denied"
"F",3600.000000,1.723157,-2.647555,-0.573181,-16.693026,"1 - Denied"
"F",9450.000000,1.723157,-2.633090,0.799814,-16.790747,"1 - Denied"
"F",1800.000000,1.723157,-2.618624,-0.995642,-16.908684,"1 - Denied"
"F",3150.000000,1.723157,-2.575227,-0.678797,-16.469827,"1 - Denied"
"F",225.000000,1.723157,-2.459502,-1.365294,-16.708557,"1 - Denied"
"F",450.000000,1.723157,-2.430570,-1.312487,-16.522128,"1 - Denied"
"F",5850.000000,1.723157,-2.430570,-0.045106,-15.661835,"1 - Denied"
"F",5850.000000,1.723157,-2.343776,-0.045106,-15.314658,"1 - Denied"
"F",225.000000,1.723157,-2.271448,-1.365294,-15.956342,"1 - Denied"
"F",4500.000000,1.723157,-2.271448,-0.361951,-15.089832,"1 - Denied"
"F",1350.000000,1.723157,-2.228051,-1.101257,-15.457123,"1 - Denied"
"F",9450.000000,1.723157,-2.213585,0.799814,-15.112728,"1 - Denied"
"F",6300.000000,1.723157,-2.199119,0.060509,-14.736845,"1 - Denied"
"F",8100.000000,1.723157,-2.199119,0.482969,-14.851644,"1 - Denied"
"F",2250.000000,1.723157,-2.184654,-0.890027,-15.073225,"1 - Denied"
"F",900.000000,1.723157,-2.141257,-1.206872,-15.231833,"1 - Denied"
"F",3150.000000,1.723157,-2.141257,-0.678797,-14.733946,"1 - Denied"
"F",2700.000000,1.723157,-2.126791,-0.784412,-14.753351,"1 - Denied"
"F",900.000000,1.723157,-2.112325,-1.206872,-15.116108,"1 - Denied"
"F",2700.000000,1.723157,-2.083394,-0.784412,-14.579763,"1 - Denied"
"F",5400.000000,1.723157,-2.054463,-0.150721,-14.167745,"1 - Denied"
"F",1350.000000,1.723157,-2.025531,-1.101257,-14.647045,"1 - Denied"
"F",6750.000000,1.723157,-1.996600,0.166124,-13.938735,"1 - Denied"
"F",16650.000000,1.723157,-1.996600,2.489656,-17.024129,"1 - Denied"
"F",2700.000000,1.723157,-1.967669,-0.784412,-14.116862,"1 - Denied"
"F",1350.000000,1.723157,-1.938737,-1.101257,-14.299869,"1 - Denied"
"F",3600.000000,1.723157,-1.938737,-0.573181,-13.857754,"1 - Denied"
"F",4950.000000,1.723157,-1.938737,-0.256336,-13.726340,"1 - Denied"
"F",13500.000000,1.723157,-1.938737,1.750350,-15.225348,"1 - Denied"
"F",10350.000000,1.723157,-1.909806,1.011045,-14.088866,"1 - Denied"
"F",7200.000000,1.723157,-1.895340,0.271739,-13.556818,"1 - Denied"
"F",450.000000,1.723157,-1.880874,-1.312487,-14.323346,"1 - Denied"
"F",1350.000000,1.723157,-1.866409,-1.101257,-14.010555,"1 - Denied"
"F",5850.000000,1.723157,-1.866409,-0.045106,-13.405189,"1 - Denied"
"F",6750.000000,1.723157,-1.851943,0.166124,-13.360108,"1 - Denied"
"F",2700.000000,1.723157,-1.808546,-0.784412,-13.480372,"1 - Denied"
"F",450.000000,1.723157,-1.750683,-1.312487,-13.802581,"1 - Denied"
"F",3150.000000,1.723157,-1.750683,-0.678797,-13.171653,"1 - Denied"
"F",7200.000000,1.723157,-1.750683,0.271739,-12.978191,"1 - Denied"
"F",900.000000,1.723157,-1.721752,-1.206872,-13.553815,"1 - Denied"
"F",5850.000000,1.723157,-1.721752,-0.045106,-12.826562,"1 - Denied"
"F",1350.000000,1.723157,-1.707286,-1.101257,-13.374065,"1 - Denied"
"F",15750.000000,1.723157,-1.663889,2.278425,-15.189705,"1 - Denied"
"F",450.000000,1.723157,-1.649424,-1.312487,-13.397542,"1 - Denied"
"F",2250.000000,1.723157,-1.649424,-0.890027,-12.932305,"1 - Denied"
"F",2700.000000,1.723157,-1.649424,-0.784412,-12.843882,"1 - Denied"
"F",5850.000000,1.723157,-1.606027,-0.045106,-12.363660,"1 - Denied"
"F",900.000000,1.723157,-1.591561,-1.206872,-13.033050,"1 - Denied"
"F",4500.000000,1.723157,-1.577095,-0.361951,-12.312422,"1 - Denied"
"F",4950.000000,1.723157,-1.577095,-0.256336,-12.279772,"1 - Denied"
"F",225.000000,1.723157,-1.548164,-1.365294,-13.063207,"1 - Denied"
"F",3150.000000,1.723157,-1.548164,-0.678797,-12.361575,"1 - Denied"
"F",18450.000000,1.723157,-1.533698,2.912116,-16.313539,"1 - Denied"
"F",1350.000000,1.723157,-1.519233,-1.101257,-12.621850,"1 - Denied"
"F",16650.000000,1.723157,-1.519233,2.489656,-15.114659,"1 - Denied"
"F",450.000000,1.723157,-1.490301,-1.312487,-12.761052,"1 - Denied"
"F",450.000000,1.723157,-1.490301,-1.312487,-12.761052,"1 - Denied"
"F",1800.000000,1.723157,-1.490301,-0.995642,-12.395393,"1 - Denied"
"F",2250.000000,1.723157,-1.490301,-0.890027,-12.295815,"1 - Denied"
"F",2250.000000,1.723157,-1.475836,-0.890027,-12.237953,"1 - Denied"
"F",2700.000000,1.723157,-1.461370,-0.784412,-12.091667,"1 - Denied"
"F",3150.000000,1.723157,-1.461370,-0.678797,-12.014398,"1 - Denied"
"F",900.000000,1.723157,-1.446904,-1.206872,-12.454423,"1 - Denied"
"F",4500.000000,1.723157,-1.446904,-0.361951,-11.791658,"1 - Denied"
"F",4950.000000,1.723157,-1.446904,-0.256336,-11.759008,"1 - Denied"
"F",2250.000000,1.723157,-1.432439,-0.890027,-12.064364,"1 - Denied"
"F",900.000000,1.723157,-1.403507,-1.206872,-12.280835,"1 - Denied"
"F",1800.000000,1.723157,-1.403507,-0.995642,-12.048217,"1 - Denied"
"F",5400.000000,1.723157,-1.403507,-0.150721,-11.563924,"1 - Denied"
"F",450.000000,1.723157,-1.389041,-1.312487,-12.356014,"1 - Denied"
"F",1350.000000,1.723157,-1.374576,-1.101257,-12.043223,"1 - Denied"
"F",7200.000000,1.723157,-1.374576,0.271739,-11.473761,"1 - Denied"
"F",3600.000000,1.723157,-1.345644,-0.573181,-11.485383,"1 - Denied"
"F",5850.000000,1.723157,-1.331179,-0.045106,-11.264269,"1 - Denied"
"F",17100.000000,1.723157,-1.316713,2.595271,-14.573104,"1 - Denied"
"F",4500.000000,1.723157,-1.302247,-0.361951,-11.213031,"1 - Denied"
"F",17100.000000,1.723157,-1.302247,2.595271,-14.515241,"1 - Denied"
"F",2250.000000,1.723157,-1.273316,-0.890027,-11.427875,"1 - Denied"
"F",2700.000000,1.723157,-1.258850,-0.784412,-11.281589,"1 - Denied"
"F",1350.000000,1.723157,-1.244385,-1.101257,-11.522459,"1 - Denied"
"F",450.000000,1.723157,-1.229919,-1.312487,-11.719524,"1 - Denied"
"F",4050.000000,1.723157,-1.215453,-0.467566,-10.909659,"1 - Denied"
"F",2250.000000,1.723157,-1.200988,-0.890027,-11.138561,"1 - Denied"
"F",8100.000000,1.723157,-1.200988,0.482969,-10.859117,"1 - Denied"
"F",14400.000000,1.723157,-1.200988,1.961580,-12.666386,"1 - Denied"
"F",16200.000000,1.723157,-1.200988,2.384040,-13.584312,"1 - Denied"
"F",1800.000000,1.723157,-1.186522,-0.995642,-11.180276,"1 - Denied"
"F",6750.000000,1.723157,-1.186522,0.166124,-10.698423,"1 - Denied"
"F",13950.000000,1.723157,-1.172056,1.855965,-12.349065,"1 - Denied"
"F",1350.000000,1.723157,-1.143125,-1.101257,-11.117420,"1 - Denied"
"F",1350.000000,1.723157,-1.143125,-1.101257,-11.117420,"1 - Denied"
"F",2250.000000,1.723157,-1.143125,-0.890027,-10.907110,"1 - Denied"
"F",8100.000000,1.723157,-1.143125,0.482969,-10.627666,"1 - Denied"
"F",900.000000,1.723157,-1.128659,-1.206872,-11.181444,"1 - Denied"
"F",9000.000000,1.723157,-1.128659,0.694199,-10.694130,"1 - Denied"
"F",4050.000000,1.723157,-1.114194,-0.467566,-10.504620,"1 - Denied"
"F",6750.000000,1.723157,-1.085262,0.166124,-10.293384,"1 - Denied"
"F",8550.000000,1.723157,-1.085262,0.588584,-10.452802,"1 - Denied"
"F",13950.000000,1.723157,-1.070797,1.855965,-11.944026,"1 - Denied"
"F",2250.000000,1.723157,-1.056331,-0.890027,-10.559934,"1 - Denied"
"F",3600.000000,1.723157,-1.056331,-0.573181,-10.328129,"1 - Denied"
"F",450.000000,1.723157,-0.998468,-1.312487,-10.793721,"1 - Denied"
"F",450.000000,1.723157,-0.998468,-1.312487,-10.793721,"1 - Denied"
"F",2700.000000,1.723157,-0.955071,-0.784412,-10.066472,"1 - Denied"
"F",2700.000000,1.723157,-0.955071,-0.784412,-10.066472,"1 - Denied"
"F",7650.000000,1.723157,-0.955071,0.377354,-9.830020,"1 - Denied"
"F",2700.000000,1.723157,-0.940606,-0.784412,-10.008610,"1 - Denied"
"F",4050.000000,1.723157,-0.940606,-0.467566,-9.810268,"1 - Denied"
"F",900.000000,1.723157,-0.926140,-1.206872,-10.371366,"1 - Denied"
"F",4950.000000,1.723157,-0.926140,-0.256336,-9.675950,"1 - Denied"
"F",9450.000000,1.723157,-0.926140,0.799814,-9.962948,"1 - Denied"
"F",16200.000000,1.723157,-0.911674,2.384040,-12.427058,"1 - Denied"
"F",900.000000,1.723157,-0.897208,-1.206872,-10.255640,"1 - Denied"
"F",3150.000000,1.723157,-0.897208,-0.678797,-9.757753,"1 - Denied"
"F",1800.000000,1.723157,-0.868277,-0.995642,-9.907296,"1 - Denied"
"F",3150.000000,1.723157,-0.853811,-0.678797,-9.584165,"1 - Denied"
"F",3600.000000,1.723157,-0.853811,-0.573181,-9.518051,"1 - Denied"
"F",4050.000000,1.723157,-0.824880,-0.467566,-9.347366,"1 - Denied"
"F",4950.000000,1.723157,-0.824880,-0.256336,-9.270911,"1 - Denied"
"F",6750.000000,1.723157,-0.824880,0.166124,-9.251856,"1 - Denied"
"F",2250.000000,1.723157,-0.810414,-0.890027,-9.576268,"1 - Denied"
"F",3600.000000,1.723157,-0.810414,-0.573181,-9.344463,"1 - Denied"
"F",4050.000000,1.723157,-0.795949,-0.467566,-9.231641,"1 - Denied"
"F",9450.000000,1.723157,-0.795949,0.799814,-9.442183,"1 - Denied"
"F",14850.000000,1.723157,-0.795949,2.067195,-11.258980,"1 - Denied"
"F",3600.000000,1.723157,-0.781483,-0.573181,-9.228737,"1 - Denied"
"F",450.000000,1.723157,-0.767017,-1.312487,-9.867917,"1 - Denied"
"F",900.000000,1.723157,-0.767017,-1.206872,-9.734876,"1 - Denied"
"F",4500.000000,1.723157,-0.767017,-0.361951,-9.072111,"1 - Denied"
"F",4500.000000,1.723157,-0.767017,-0.361951,-9.072111,"1 - Denied"
"F",13950.000000,1.723157,-0.767017,1.855965,-10.728910,"1 - Denied"
"F",3600.000000,1.723157,-0.738086,-0.573181,-9.055149,"1 - Denied"
"F",14850.000000,1.723157,-0.738086,2.067195,-11.027529,"1 - Denied"
"F",2700.000000,1.723157,-0.723620,-0.784412,-9.140669,"1 - Denied"
"F",8550.000000,1.723157,-0.723620,0.588584,-9.006234,"1 - Denied"
"F",1350.000000,1.723157,-0.709155,-1.101257,-9.381539,"1 - Denied"
"F",1350.000000,1.723157,-0.709155,-1.101257,-9.381539,"1 - Denied"
"F",3150.000000,1.723157,-0.709155,-0.678797,-9.005538,"1 - Denied"
"F",5850.000000,1.723157,-0.709155,-0.045106,-8.776173,"1 - Denied"
"F",6750.000000,1.723157,-0.709155,0.166124,-8.788954,"1 - Denied"
"F",14400.000000,1.723157,-0.709155,1.961580,-10.699054,"1 - Denied"
"F",450.000000,1.723157,-0.680223,-1.312487,-9.520741,"1 - Denied"
