type,quality,alcohol_z,chlorides_z,citric acid_z,density_z,fixed acidity_z,free sulfur dioxide_z,pH_z,residual sugar_z,sulphates_z,total sulfur dioxide_z,volatile acidity_z,Training
"white",5,-0.961641,0.250909,0.686387,0.346144,-0.232824,0.606028,-0.648679,0.259809,0.037668,1.079339,0.340310,0.347466
"white",5,-0.961641,0.331421,-0.060722,0.831561,-0.538109,1.556220,-0.273921,1.163484,-0.293090,0.973881,0.042198,0.636450
"white",5,-0.961641,0.358258,-0.264479,0.720609,-0.156502,0.829602,0.725436,0.553503,0.103820,1.237528,-0.792517,0.594665
"white",5,-0.961641,0.599793,2.248523,-0.503336,-1.148679,-0.735420,-0.149001,-0.869785,-0.756151,0.393857,-0.524216,0.539569
"white",5,-0.961641,0.626630,2.248523,0.373882,-0.919715,-1.070782,-1.148358,1.050525,-0.359241,0.780539,0.638423,0.747275
"white",5,-0.961641,0.653467,-0.671992,0.876636,-0.232824,2.562306,1.100195,0.203329,0.236123,3.311552,0.340310,0.279818
"white",5,-0.961641,1.378071,-0.264479,0.991056,-0.003860,0.717815,-1.648036,1.208668,0.236123,1.272681,-0.017425,0.562971
"white",6,-0.961641,1.780629,-0.604073,0.304537,-0.156502,-0.176483,-1.148358,0.146850,0.037668,-0.186167,-0.911762,0.343272
"white",5,-0.961641,1.780629,-0.536154,0.269864,-0.309145,0.270666,-0.960979,0.350176,-0.359241,0.024751,-0.255915,0.001530
"white",5,-0.961641,2.693094,-0.604073,0.065295,-0.385466,1.053177,-0.336380,-0.011294,-0.293090,0.534469,0.519178,0.140742
"white",5,-0.961641,3.015140,-0.060722,0.685936,-0.156502,0.102985,-0.149001,0.056482,-0.359241,0.833269,0.280688,0.351765
"white",5,-0.961641,3.041977,-0.128641,0.027155,-0.461787,1.668007,-0.273921,-0.056477,-0.425393,0.903575,-0.255915,0.212464
"white",6,-0.961641,3.041977,0.414711,0.373882,-0.461787,2.115157,-0.211461,0.327585,-1.020757,1.518751,-0.494405,0.597737
"white",6,-0.961641,3.068814,0.482630,0.380817,-0.385466,1.891582,-0.211461,0.304993,-1.020757,1.501175,-0.494405,0.515101
"white",6,-0.961641,3.095651,0.482630,-0.284899,-0.385466,1.835688,-0.711139,-0.576091,-1.153060,0.762963,-0.673272,0.103981
"white",6,-0.961641,3.176163,0.007197,0.235191,-0.919715,0.941390,-0.211461,0.530912,-0.226938,0.780539,-0.196292,0.737606
"white",6,-0.961641,3.310349,0.210954,-0.284899,-0.385466,0.326559,-0.711139,-0.824601,0.037668,0.798116,-0.255915,0.558174
"white",5,-0.961641,3.444535,-0.332398,-0.735643,-0.919715,-1.014888,-0.648679,-0.960152,0.566881,1.290257,-0.077047,0.004509
"white",5,-0.961641,4.088627,-0.128641,0.089566,-0.614430,1.779795,-0.773599,0.327585,-0.888454,0.727810,-0.315537,0.328123
"white",5,-0.961641,4.920580,0.007197,0.096501,-0.614430,1.723901,-0.648679,-0.124253,-0.359241,1.044187,-0.434782,0.340426
"white",5,-0.877444,-0.742067,1.297658,0.685936,-0.156502,1.388539,-1.210818,1.344219,0.500729,1.975740,-0.613650,0.672565
"white",5,-0.877444,-0.688392,-0.807830,0.366948,-0.843394,1.053177,-0.024081,0.576095,-0.359241,0.973881,0.161443,0.692281
"white",6,-0.877444,-0.661555,-1.215344,0.311471,-0.996036,-0.008803,0.350678,0.802014,-0.623848,0.481739,-0.375160,0.400357
"white",5,-0.877444,-0.661555,-1.079506,-0.617756,-0.690751,-0.288271,-0.398840,-0.937561,-0.756151,-0.291626,0.399933,0.396436
"white",6,-0.877444,-0.661555,0.890144,0.859300,-0.385466,1.444433,-0.024081,1.253852,0.368426,1.712093,-0.255915,0.022021
"white",5,-0.877444,-0.634718,0.686387,0.803823,-0.843394,-0.120590,-2.210175,2.270486,-0.425393,0.165362,-1.031007,0.698961
"white",6,-0.877444,-0.607881,-0.196560,0.800356,0.072461,1.723901,-0.523760,1.411995,0.169971,1.923011,0.996158,0.592136
"white",6,-0.877444,-0.554206,0.075116,-0.506804,-0.461787,-0.735420,0.288218,-0.824601,0.500729,-0.098285,-1.537799,0.547312
"white",6,-0.877444,-0.527369,0.958063,0.893972,-0.690751,1.723901,0.163298,1.513658,-0.028483,1.712093,-0.434782,0.325069
"white",5,-0.877444,-0.500532,-0.604073,0.235191,-0.385466,1.723901,-0.523760,0.485728,-1.219212,1.852705,-0.554027,0.494890
"white",5,-0.877444,-0.500532,0.890144,0.373882,-0.461787,1.332645,-0.273921,0.666463,-0.359241,1.501175,-0.255915,0.615710
"white",5,-0.877444,-0.473695,-0.332398,-0.631625,-0.843394,-0.958995,0.038378,-0.960152,-1.417666,-0.572850,0.638423,0.663685
"white",6,-0.877444,-0.473695,-0.060722,1.067336,0.759352,3.680179,-0.960979,1.524954,-0.094635,2.362423,-0.971385,0.706127
"white",6,-0.877444,-0.473695,0.482630,1.067336,0.759352,1.053177,0.538057,0.621279,-0.160786,1.641787,-0.434782,0.548629
"white",6,-0.877444,-0.473695,0.958063,-0.042190,1.827850,2.618199,-1.897876,-0.813305,-0.491544,1.905434,-0.315537,0.565835
"white",4,-0.877444,-0.446857,-1.011587,0.373882,0.606710,-0.958995,-0.836059,0.711647,-1.549970,-0.959532,1.234648,0.265693
"white",5,-0.877444,-0.446857,-0.536154,0.165846,-0.690751,0.438347,-0.024081,0.350176,-0.425393,0.464163,-0.255915,0.502484
"white",6,-0.877444,-0.446857,-0.400317,0.165846,-0.538109,0.047091,0.225758,0.033890,0.963790,0.446586,-0.911762,0.263222
"white",6,-0.877444,-0.446857,0.075116,0.165846,-0.156502,-0.288271,-0.211461,0.169441,0.302275,0.376280,-0.673272,0.393312
"white",6,-0.877444,-0.446857,0.278873,0.373882,1.064637,-0.344164,0.163298,-0.734234,0.103820,1.272681,-0.971385,0.196547
"white",5,-0.877444,-0.446857,0.822225,0.824627,-0.309145,1.556220,-0.024081,1.457179,0.169971,1.905434,-0.375160,0.570408
"white",6,-0.877444,-0.446857,1.025982,0.484835,-0.690751,1.723901,-0.648679,1.389403,-0.160786,1.202375,-0.375160,0.012609
"white",7,-0.877444,-0.446857,1.161820,-0.354244,-1.072357,0.773709,0.725436,-0.033885,-1.020757,0.059904,-0.911762,0.061813
"white",6,-0.877444,-0.420020,-0.400317,-0.146208,-0.538109,0.550134,0.725436,-0.824601,1.228397,0.464163,-0.971385,0.118624
"white",6,-0.877444,-0.420020,-0.400317,0.197052,-0.156502,-0.511845,-0.024081,0.485728,0.103820,-0.432238,-0.673272,0.662994
"white",5,-0.877444,-0.420020,0.007197,0.269864,1.293601,-1.014888,-0.336380,-0.847193,-0.293090,1.290257,-0.017425,0.068450
"white",5,-0.877444,-0.420020,0.822225,0.789954,-0.690751,0.997283,-0.273921,1.479770,-0.094635,1.413293,-0.554027,0.654096
"white",5,-0.877444,-0.393183,-0.604073,-0.111535,1.675207,-0.903101,-0.960979,-0.779417,-1.417666,-0.836497,-1.090630,0.034876
"white",5,-0.877444,-0.393183,-0.400317,-0.250226,0.225104,-0.958995,-0.960979,-0.734234,-1.020757,0.323551,-0.136670,0.089352
"white",6,-0.877444,-0.393183,-0.264479,0.235191,-0.461787,1.164964,0.475597,-0.033885,1.426852,1.149645,-0.732895,0.505317
"white",5,-0.877444,-0.393183,-0.196560,0.373882,-0.767072,-0.232377,3.411208,-0.847193,0.699184,0.411433,-0.077047,0.308623
"white",5,-0.877444,-0.393183,0.278873,-0.087264,0.301425,-0.232377,-0.836059,-0.124253,-0.425393,-0.221320,-1.031007,0.643971
"white",6,-0.877444,-0.393183,2.656037,1.150550,-0.309145,-0.511845,-2.335094,2.812691,-0.226938,-0.010402,-0.911762,0.090267
"white",6,-0.877444,-0.366346,0.007197,0.859300,0.606710,1.835688,-0.711139,1.208668,-0.028483,1.518751,-0.732895,0.141002
"white",5,-0.877444,-0.366346,0.822225,0.342677,-0.614430,1.332645,-0.273921,0.711647,-0.359241,1.518751,-0.017425,0.571187
"white",5,-0.877444,-0.339509,-1.215344,0.339209,-0.538109,0.214772,-0.024081,0.553503,-0.226938,0.323551,-0.196292,0.680860
"white",5,-0.877444,-0.339509,-0.943668,0.366948,-0.461787,1.612114,-0.398840,0.779422,-0.293090,1.290257,-0.673272,0.727722
"white",5,-0.877444,-0.339509,-0.468236,1.656771,-0.843394,0.997283,0.725436,2.869171,-0.359241,0.815692,-0.375160,0.460553
"white",7,-0.877444,-0.339509,0.210954,0.859300,0.606710,1.276752,-0.836059,0.937565,0.169971,1.255104,-0.673272,0.562597
"white",6,-0.877444,-0.339509,1.093901,0.703272,-0.767072,2.674093,0.163298,1.118300,-0.425393,2.204234,-0.554027,0.403907
"white",5,-0.877444,-0.339509,1.365577,0.332275,-0.461787,1.276752,-0.273921,0.689055,-0.359241,1.536328,-0.434782,0.003661
"white",6,-0.877444,-0.339509,2.859794,0.928645,-0.538109,2.115157,-0.273921,1.863832,0.037668,1.923011,-0.494405,0.499057
"white",5,-0.877444,-0.312672,-0.875749,0.443227,-0.003860,1.276752,-0.336380,0.598687,-1.020757,1.079339,-0.613650,0.481533
"white",5,-0.877444,-0.312672,-0.807830,0.928645,-0.919715,0.829602,0.662977,1.705689,-0.756151,1.272681,-0.315537,0.570480
"white",6,-0.877444,-0.312672,0.007197,1.899480,-0.538109,0.773709,0.975276,2.586772,-0.491544,0.903575,-0.494405,0.441076
"white",6,-0.877444,-0.312672,0.686387,0.318406,-0.690751,1.779795,-0.149001,0.463136,-0.028483,1.659363,-0.494405,0.716789
"white",5,-0.877444,-0.285834,-0.536154,1.206026,-0.843394,1.164964,0.787896,1.592730,-0.557696,1.009034,-0.554027,0.331423
"white",6,-0.877444,-0.285834,-0.400317,1.119345,-0.767072,1.500326,-0.336380,1.886424,-0.689999,1.606634,-0.255915,0.727173
"white",5,-0.877444,-0.285834,0.075116,1.310044,-0.385466,0.047091,0.850356,1.637914,-0.888454,0.534469,-0.613650,0.067092
"white",5,-0.877444,-0.285834,1.161820,2.038170,1.980492,-0.958995,-0.273921,2.338262,-0.557696,0.077480,-0.196292,0.744250
"white",5,-0.877444,-0.285834,1.501415,0.720609,-0.156502,1.612114,-1.085898,1.276443,0.500729,2.098775,-0.315537,0.618758
"white",5,-0.877444,-0.258997,-0.875749,0.963318,-0.996036,1.109071,0.787896,1.660505,-1.020757,0.833269,-0.554027,0.595510
"white",5,-0.877444,-0.258997,-0.332398,-0.596953,-1.148679,-0.511845,0.288218,-0.847193,-0.491544,-0.256473,-1.448365,0.537414
"white",6,-0.877444,-0.258997,0.346792,0.245593,-0.767072,1.332645,-0.211461,0.463136,-0.359241,1.518751,-0.494405,0.530977
"white",6,-0.877444,-0.258997,0.550549,0.418957,-0.003860,1.220858,-0.273921,0.282401,-0.028483,1.009034,-0.494405,0.082588
"white",6,-0.877444,-0.258997,1.365577,0.308004,-0.461787,1.220858,-0.398840,0.711647,-0.425393,1.342987,-0.494405,0.236938
"white",6,-0.877444,-0.232160,-0.875749,-0.049124,-1.377642,0.326559,0.225758,0.463136,-0.822302,-0.080708,-0.941574,0.080000
"white",6,-0.877444,-0.232160,-0.875749,-0.049124,-1.225000,0.326559,0.225758,0.463136,-0.822302,-0.080708,-0.941574,0.255537
"white",4,-0.877444,-0.232160,-0.468236,0.512573,-0.309145,-1.126676,0.850356,-0.417947,-0.094635,-1.012262,2.158797,0.112006
"white",5,-0.877444,-0.232160,-0.468236,0.731011,-0.080181,0.102985,-0.523760,1.389403,-0.888454,0.376280,-0.196292,0.328032
"white",6,-0.877444,-0.232160,-0.060722,-0.527607,-0.843394,-0.400058,-0.024081,-0.937561,1.559155,0.973881,0.340310,0.463294
"white",6,-0.877444,-0.232160,0.143035,1.414062,-0.385466,-0.008803,1.350035,1.762169,-0.425393,0.815692,-0.554027,0.654512
"white",6,-0.877444,-0.232160,0.210954,0.477900,-0.309145,2.562306,0.100838,0.621279,-0.689999,1.448446,-0.434782,0.219080
"white",6,-0.877444,-0.232160,0.686387,0.997990,-0.232824,-1.126676,0.600517,0.779422,-0.491544,0.569622,0.578800,0.534011
"white",5,-0.877444,-0.232160,1.025982,0.789954,-0.767072,1.779795,-0.211461,1.479770,-0.226938,1.676940,-0.554027,0.053456
"white",5,-0.877444,-0.205323,-1.487020,-0.319571,-0.309145,-0.064696,-0.086541,-0.824601,-0.822302,0.059904,-0.017425,0.489129
"white",5,-0.877444,-0.205323,-0.875749,0.214388,-0.690751,0.941390,-0.024081,0.598687,-0.359241,1.219951,-0.255915,0.098943
"white",6,-0.877444,-0.205323,-0.400317,0.027155,0.835674,1.444433,-0.086541,-0.802009,0.566881,1.307834,-1.209875,0.688383
"white",7,-0.877444,-0.205323,-0.128641,0.873169,-0.156502,0.885496,-0.149001,1.863832,-1.153060,0.095057,-1.150252,0.665812
"white",6,-0.877444,-0.205323,0.143035,-0.180881,-0.690751,-0.903101,0.475597,-0.779417,-0.293090,0.305974,-0.255915,0.040732
"white",6,-0.877444,-0.205323,0.686387,0.720609,-0.461787,2.618199,0.100838,1.411995,-0.094635,2.046046,-0.554027,0.543849
"white",5,-0.877444,-0.205323,1.025982,-0.631625,-0.843394,1.109071,-0.211461,-0.824601,-0.557696,1.272681,-0.255915,0.112451
"white",6,-0.877444,-0.205323,1.365577,0.342677,-0.538109,0.270666,-0.398840,0.643871,-0.160786,1.360563,-0.315537,0.151991
"white",5,-0.877444,-0.205323,1.841009,0.443227,1.904171,-0.400058,-1.523117,-0.802009,0.566881,0.481739,-1.209875,0.004849
"white",4,-0.877444,-0.178486,-0.400317,0.027155,0.606710,-1.070782,0.100838,-0.869785,-1.086909,-0.467391,-0.136670,0.335411
"white",6,-0.877444,-0.178486,-0.332398,-0.104601,0.301425,-0.400058,-0.898519,-0.101661,-0.425393,-0.291626,-1.031007,0.519845
"white",5,-0.877444,-0.178486,-0.264479,0.824627,-0.614430,0.214772,0.538057,1.457179,-0.557696,0.850845,-0.613650,0.123791
"white",5,-0.877444,-0.178486,-0.196560,0.581918,0.148782,-0.511845,-0.586220,1.140892,-1.219212,-0.168591,-0.613650,0.480165
"white",6,-0.877444,-0.178486,-0.128641,0.554180,0.530389,1.556220,-0.648679,0.530912,-1.086909,0.657504,-1.090630,0.387670
"white",5,-0.877444,-0.178486,0.007197,-0.180881,0.759352,-0.735420,-0.523760,-0.802009,0.302275,-0.238897,-1.031007,0.106290
"white",6,-0.877444,-0.178486,0.075116,-0.631625,-0.843394,-0.344164,-0.461300,-0.892377,1.625306,0.956304,0.101820,0.740403
"white",5,-0.877444,-0.178486,0.210954,0.859300,-0.385466,1.891582,-0.461300,1.818649,-0.226938,1.589057,-0.613650,0.627305
"white",5,-0.877444,-0.178486,0.618468,-0.180881,0.835674,-0.344164,-2.335094,-0.643866,-0.557696,-0.115861,-0.792517,0.205600
"white",5,-0.877444,-0.178486,0.890144,0.339209,-0.614430,1.220858,-0.273921,0.734238,-0.359241,1.430869,-0.434782,0.217661
"white",4,-0.877444,-0.151648,-1.079506,-0.180881,-0.232824,-0.847207,-0.024081,-0.824601,-1.020757,-0.326779,-0.136670,0.458365
"white",5,-0.877444,-0.151648,-0.196560,0.789954,-0.614430,0.102985,0.538057,1.434587,-0.557696,0.903575,-0.613650,0.734385
"white",7,-0.877444,-0.151648,-0.060722,0.859300,0.225104,-0.344164,-0.211461,1.502362,-0.623848,-0.361932,-0.971385,0.100708
"white",6,-0.877444,-0.151648,0.210954,-0.104601,0.301425,-0.400058,-0.773599,-0.169437,-0.623848,-0.291626,-1.150252,0.365774
"white",5,-0.877444,-0.151648,1.229739,0.290668,-0.538109,0.885496,-0.273921,0.666463,-0.425393,1.448446,-0.494405,0.275852
"white",5,-0.877444,-0.124811,0.007197,0.710207,-0.843394,1.220858,1.037735,0.621279,0.765336,1.202375,-0.077047,0.508802
"white",5,-0.877444,-0.124811,0.754306,-0.180881,0.911995,-0.567739,-2.335094,-0.666458,-0.491544,-0.186167,-0.911762,0.334713
"white",6,-0.877444,-0.097974,-0.536154,0.339209,-0.309145,0.606028,0.912816,-0.112957,0.897639,1.694516,-0.554027,0.564612
"white",6,-0.877444,-0.097974,-0.400317,0.928645,-0.996036,0.214772,0.725436,1.637914,-0.557696,0.341127,-0.613650,0.150665
"white",5,-0.877444,-0.097974,0.075116,-0.167012,0.835674,-1.014888,-2.085255,-0.576091,-0.359241,-0.748615,-0.554027,0.573012
"white",7,-0.877444,-0.097974,0.346792,1.622098,-0.232824,1.612114,0.912816,2.247894,1.889913,1.114492,-0.732895,0.272383
"white",5,-0.877444,-0.071137,-0.400317,0.297602,-0.614430,0.941390,-0.648679,0.711647,-0.226938,1.184798,-0.613650,0.132704
"white",5,-0.877444,-0.071137,0.210954,-0.298768,0.606710,-0.958995,-0.898519,-0.892377,0.103820,0.376280,-0.554027,0.305177
"white",6,-0.877444,-0.044300,0.346792,0.464031,-0.309145,1.220858,-0.711139,0.711647,-0.094635,1.360563,-0.434782,0.693421
"white",6,-0.877444,-0.044300,0.958063,1.483408,1.140959,2.115157,0.850356,1.976792,-1.086909,1.466022,-0.017425,0.026023
"white",5,-0.877444,-0.017462,-0.943668,-0.354244,-0.309145,-0.958995,-0.711139,-0.824601,-0.756151,0.393857,-0.554027,0.430646
"white",5,-0.877444,-0.017462,-0.332398,0.373882,-0.080181,-0.232377,-1.710496,0.802014,-0.094635,-0.063132,-0.792517,0.597121
"white",5,-0.877444,-0.017462,-0.264479,1.049999,-1.072357,0.829602,1.225115,1.366811,-0.689999,1.061763,-0.554027,0.740101
"white",5,-0.877444,-0.017462,0.143035,-0.062994,0.301425,0.214772,-0.773599,-0.847193,-0.160786,1.079339,-0.554027,0.737347
"white",5,-0.877444,-0.017462,0.210954,0.259462,-0.614430,0.829602,-0.398840,0.598687,-0.226938,1.342987,-0.494405,0.470531
"white",5,-0.877444,-0.017462,0.822225,0.235191,-0.309145,0.047091,-0.523760,0.327585,-0.623848,0.815692,0.042198,0.144546
"white",4,-0.877444,0.009375,-0.536154,-0.111535,-0.232824,-0.958995,-1.460657,-0.327580,-0.359241,-0.520120,-0.554027,0.443016
"white",6,-0.877444,0.009375,-0.332398,-0.388917,-0.461787,0.158878,-0.024081,-0.824601,0.169971,0.657504,-0.613650,0.696584
"white",7,-0.877444,0.009375,0.075116,-0.388917,-0.385466,1.220858,-1.273278,-0.485723,-0.359241,1.026610,-0.554027,0.166443
"white",5,-0.877444,0.116724,-1.011587,-0.700971,-0.385466,-0.903101,-0.960979,-0.847193,0.103820,-0.256473,-0.673272,0.318520
"white",5,-0.877444,0.116724,-0.604073,0.443227,-0.309145,1.109071,0.600517,-0.101661,0.434578,2.169081,-0.255915,0.419036
"white",5,-0.877444,0.116724,-0.060722,-0.222488,-0.385466,-0.008803,-0.398840,-0.835897,-0.028483,1.817552,-0.554027,0.172007
"white",4,-0.877444,0.116724,2.723956,-0.527607,-0.538109,-1.294357,-0.836059,-0.892377,0.236123,0.639927,-0.077047,0.222253
"white",6,-0.877444,0.197235,-0.875749,-0.538009,-0.538109,0.326559,-1.085898,-0.892377,-0.226938,1.342987,-0.732895,0.181937
"white",5,-0.877444,0.250909,0.482630,0.377349,-0.156502,0.717815,-0.711139,0.417952,-0.028483,0.833269,-0.017425,0.591074
"white",5,-0.877444,0.438770,-0.400317,0.373882,-0.385466,0.326559,0.475597,-0.214620,0.897639,1.536328,-0.494405,0.046576
"white",5,-0.877444,1.002351,-0.943668,0.075697,-0.080181,-0.176483,-2.022795,0.282401,-0.293090,0.903575,-0.077047,0.185518
"white",5,-0.877444,1.297560,-0.604073,0.831561,-0.003860,-0.455952,-1.335737,0.869790,0.302275,0.710233,-0.017425,0.487723
"white",6,-0.877444,1.619606,-0.807830,0.023688,-0.614430,1.500326,0.100838,0.056482,-0.689999,1.167222,0.221065,0.040250
"white",6,-0.877444,1.646443,-0.807830,0.027155,-0.614430,1.723901,0.100838,0.146850,-0.689999,1.009034,0.101820,0.182405
"white",5,-0.877444,2.129513,-0.196560,-0.402786,-0.461787,-0.847207,-0.273921,-0.598682,0.434578,-0.379508,0.221065,0.745246
"white",5,-0.877444,2.988303,0.550549,1.143615,0.530389,-0.623633,-1.023438,1.140892,0.566881,1.219951,0.698045,0.492721
"white",5,-0.877444,4.303325,3.335227,-0.319571,-0.538109,-0.903101,-0.898519,-0.869785,-0.028483,-0.713462,0.280688,0.495887
"white",6,-0.849379,-0.285834,0.550549,0.145042,-0.461787,2.115157,-0.461300,0.689055,-0.226938,0.973881,-0.017425,0.300179
"white",5,-0.849379,-0.178486,-0.807830,0.179715,-0.538109,0.773709,-0.273921,0.553503,-0.359241,1.132069,-0.673272,0.138493
"white",6,-0.793248,-0.849415,-0.671992,0.651263,-0.767072,0.326559,0.662977,0.734238,0.434578,1.782399,0.161443,0.230150
"white",5,-0.793248,-0.715229,0.890144,0.304537,0.759352,-0.847207,-0.523760,0.079074,-1.285363,0.059904,1.592383,0.647882
"white",6,-0.793248,-0.688392,0.075116,0.831561,0.454067,0.941390,-0.960979,1.208668,0.302275,1.395716,-0.136670,0.164088
"white",7,-0.793248,-0.607881,-0.060722,-0.042190,-0.156502,0.214772,0.850356,-0.056477,-0.359241,0.305974,-1.031007,0.373964
"white",6,-0.793248,-0.581043,-1.351182,-0.326506,-0.996036,1.668007,0.725436,-0.824601,-0.623848,2.327270,-0.613650,0.667702
"white",5,-0.793248,-0.554206,-0.060722,1.171354,-0.385466,0.773709,0.225758,2.406037,0.169971,1.132069,-0.434782,0.147872
"white",6,-0.793248,-0.527369,-0.128641,0.859300,0.072461,-0.679526,1.100195,1.321627,-0.226938,-0.045555,-0.792517,0.620517
"white",5,-0.793248,-0.527369,0.075116,0.148510,-0.996036,1.556220,0.225758,0.530912,-0.822302,1.589057,-0.315537,0.748525
"white",6,-0.793248,-0.500532,-0.128641,0.096501,-0.614430,-0.847207,-0.523760,0.101666,-0.293090,0.253245,-0.554027,0.222639
"white",6,-0.793248,-0.473695,-0.739911,1.275372,-0.767072,-0.120590,1.599874,2.372150,0.699184,0.780539,-0.554027,0.684739
"white",4,-0.793248,-0.473695,-0.536154,-0.000583,-0.767072,6.027713,1.912173,-0.756826,-0.028483,2.766682,-0.524216,0.447152
"white",6,-0.793248,-0.446857,0.143035,0.887038,0.530389,1.276752,-0.711139,1.434587,0.236123,1.536328,-0.554027,0.102155
"white",6,-0.793248,-0.420020,-0.264479,-0.596953,-0.538109,0.717815,-0.586220,-0.734234,-1.086909,1.290257,-0.017425,0.439565
"white",6,-0.793248,-0.366346,0.143035,0.581918,-0.003860,0.382453,-0.836059,1.547546,-0.226938,1.729669,-0.792517,0.013966
"white",6,-0.793248,-0.366346,0.278873,0.360013,-0.309145,1.668007,-0.398840,0.440544,-0.293090,1.624210,-0.375160,0.252671
"white",7,-0.793248,-0.339509,-0.196560,1.275372,0.377746,0.494240,-1.023438,2.315670,-0.425393,1.395716,-0.613650,0.492237
"white",6,-0.793248,-0.339509,0.007197,0.928645,-0.309145,1.332645,0.288218,1.841240,-0.226938,1.870281,1.055780,0.369514
"white",6,-0.793248,-0.312672,0.007197,0.637394,-0.538109,0.606028,-0.273921,1.095708,-0.094635,0.235668,-0.554027,0.320548
"white",6,-0.793248,-0.312672,0.550549,1.102008,-0.003860,2.003369,-0.898519,1.931608,0.368426,2.046046,-0.315537,0.019124
"white",6,-0.793248,-0.285834,-1.894534,-0.596953,-0.690751,-0.008803,0.100838,-0.892377,-1.153060,-0.274050,0.817290,0.493881
"white",6,-0.793248,-0.285834,-0.400317,1.015327,-0.767072,1.388539,-0.398840,1.818649,-0.822302,1.571481,-0.315537,0.078444
"white",6,-0.793248,-0.285834,0.075116,1.310044,-0.232824,0.941390,0.350678,1.683097,1.559155,0.675080,-0.613650,0.395609
"white",5,-0.793248,-0.285834,0.414711,0.727543,-0.385466,-0.232377,0.600517,0.553503,0.037668,1.061763,0.936535,0.487554
"white",5,-0.793248,-0.285834,0.686387,0.131173,1.522565,-0.903101,-0.898519,-0.847193,-0.359241,1.255104,-0.136670,0.304401
"white",6,-0.793248,-0.258997,-0.604073,-0.007517,-0.385466,0.326559,0.725436,0.259809,-0.689999,0.042327,-0.911762,0.262324
"white",6,-0.793248,-0.258997,-0.536154,0.200519,0.454067,-0.511845,-1.772956,0.598687,-1.483818,-0.291626,-1.150252,0.010947
"white",6,-0.793248,-0.258997,-0.128641,0.876636,-0.309145,2.171050,-0.398840,1.796057,-0.226938,0.798116,-0.434782,0.474630
"white",5,-0.793248,-0.258997,0.278873,0.131173,-0.461787,1.500326,-0.461300,0.666463,-0.491544,0.938728,-0.136670,0.064490
"white",6,-0.793248,-0.258997,0.686387,-0.284899,-1.072357,0.438347,0.163298,-0.146845,0.236123,2.292117,0.340310,0.117625
"white",5,-0.793248,-0.258997,1.365577,0.099968,-0.690751,1.835688,-0.273921,0.282401,-0.623848,1.255104,-0.017425,0.230524
"white",5,-0.793248,-0.258997,4.625687,1.778125,0.759352,1.388539,-1.648036,2.970834,-0.689999,1.589057,0.012386,0.600092
"white",5,-0.793248,-0.232160,-0.807830,-0.562280,-0.690751,0.997283,-0.336380,-0.689050,-0.160786,1.342987,0.101820,0.729818
"white",5,-0.793248,-0.232160,0.414711,0.138108,-0.538109,2.115157,-0.523760,0.734238,-0.226938,1.044187,-0.077047,0.203504
"white",6,-0.793248,-0.232160,0.958063,0.997990,0.911995,0.494240,-0.523760,0.824606,0.368426,1.448446,-0.434782,0.525564
"white",5,-0.793248,-0.205323,-0.196560,0.685936,0.072461,0.438347,1.287575,0.553503,-1.020757,0.762963,-0.554027,0.115210
"white",5,-0.793248,-0.178486,-0.400317,0.214388,-0.614430,1.276752,-0.523760,0.643871,-0.226938,1.149645,-0.136670,0.256810
"white",5,-0.793248,-0.178486,0.007197,0.963318,-0.232824,1.276752,-0.149001,1.841240,-0.226938,2.133928,1.175025,0.314712
"white",6,-0.793248,-0.178486,0.075116,-0.111535,-0.080181,0.158878,0.350678,-0.101661,-0.888454,0.288398,-1.180064,0.361883
"white",6,-0.793248,-0.178486,0.550549,1.171354,-0.232824,1.891582,-0.273921,2.021975,0.302275,1.975740,-0.434782,0.155693
"white",5,-0.793248,-0.178486,0.958063,-0.499869,-0.919715,1.444433,0.100838,-0.802009,-0.293090,1.307834,-0.136670,0.325190
"white",5,-0.793248,-0.151648,1.161820,-0.596953,-0.843394,-0.679526,0.475597,-0.802009,-0.491544,-0.484967,-0.732895,0.387043
"white",5,-0.793248,-0.124811,-0.671992,0.845430,-0.232824,0.326559,-0.898519,1.118300,-0.491544,0.288398,-0.375160,0.062550
"white",6,-0.793248,-0.124811,0.414711,0.443227,-0.080181,1.053177,0.787896,0.530912,-0.094635,1.184798,-1.031007,0.202515
"white",5,-0.793248,-0.124811,0.822225,0.339209,-0.309145,-0.120590,-0.523760,0.350176,-0.822302,0.727810,-0.017425,0.717152
"white",6,-0.793248,-0.097974,-0.128641,-0.180881,0.606710,0.997283,-0.273921,-0.689050,-0.293090,0.446586,-0.911762,0.465901
"white",6,-0.793248,-0.097974,0.007197,0.096501,0.530389,0.941390,0.413137,-0.779417,1.493003,0.622351,-1.031007,0.096763
"white",6,-0.793248,-0.097974,1.229739,0.339209,-0.690751,1.164964,-0.149001,0.734238,-0.160786,1.536328,0.101820,0.514439
"white",5,-0.793248,-0.071137,0.822225,0.235191,-0.385466,-0.064696,-1.148358,0.372768,-0.623848,0.798116,-0.196292,0.306797
"white",6,-0.793248,-0.044300,-0.468236,1.091606,-0.767072,-1.238463,-0.211461,2.247894,-0.028483,0.095057,-0.852140,0.270684
"white",6,-0.793248,-0.044300,0.143035,-0.007517,0.225104,1.109071,0.413137,-0.847193,1.757609,0.675080,-1.209875,0.453705
