Approval,Debt-to-Income Ratio,FICO Score,Request Amount,Interest
"T",0.040000,736,10000,4500.000000
"T",0.040000,736,13000,5850.000000
"T",0.040000,736,17000,7650.000000
"T",0.040000,736,23000,10350.000000
"T",0.040000,736,26000,11700.000000
"T",0.040000,736,30000,13500.000000
"T",0.040000,737,500,225.000000
"T",0.040000,737,2000,900.000000
"T",0.040000,737,2000,900.000000
"T",0.040000,737,2000,900.000000
"T",0.040000,737,4000,1800.000000
"T",0.040000,737,4000,1800.000000
"T",0.040000,737,8000,3600.000000
"T",0.040000,737,8000,3600.000000
"T",0.040000,737,8000,3600.000000
"T",0.040000,737,9000,4050.000000
"T",0.040000,737,10000,4500.000000
"T",0.040000,737,11000,4950.000000
"T",0.040000,737,13000,5850.000000
"T",0.040000,737,14000,6300.000000
"T",0.040000,737,20000,9000.000000
"T",0.040000,737,29000,13050.000000
"T",0.040000,738,1000,450.000000
"T",0.040000,738,1000,450.000000
"T",0.040000,738,3000,1350.000000
"T",0.040000,738,3000,1350.000000
"T",0.040000,738,5000,2250.000000
"T",0.040000,738,7000,3150.000000
"T",0.040000,738,7000,3150.000000
"T",0.040000,738,10000,4500.000000
"T",0.040000,738,10000,4500.000000
"T",0.040000,738,11000,4950.000000
"T",0.040000,738,13000,5850.000000
"T",0.040000,738,14000,6300.000000
"T",0.040000,738,27000,12150.000000
"T",0.040000,738,35000,15750.000000
"T",0.040000,738,36000,16200.000000
"T",0.040000,739,2000,900.000000
"T",0.040000,739,3000,1350.000000
"T",0.040000,739,4000,1800.000000
"T",0.040000,739,5000,2250.000000
"T",0.040000,739,5000,2250.000000
"T",0.040000,739,6000,2700.000000
"T",0.040000,739,6000,2700.000000
"T",0.040000,739,9000,4050.000000
"T",0.040000,739,12000,5400.000000
"T",0.040000,739,12000,5400.000000
"T",0.040000,739,13000,5850.000000
"T",0.040000,739,36000,16200.000000
"T",0.040000,740,4000,1800.000000
"T",0.040000,740,5000,2250.000000
"T",0.040000,740,5000,2250.000000
"T",0.040000,740,5000,2250.000000
"T",0.040000,740,5000,2250.000000
"T",0.040000,740,6000,2700.000000
"T",0.040000,740,7000,3150.000000
"T",0.040000,740,8000,3600.000000
"T",0.040000,740,9000,4050.000000
"T",0.040000,740,10000,4500.000000
"T",0.040000,740,11000,4950.000000
"T",0.040000,740,13000,5850.000000
"T",0.040000,740,13000,5850.000000
"T",0.040000,740,13000,5850.000000
"T",0.040000,740,14000,6300.000000
"T",0.040000,740,17000,7650.000000
"T",0.040000,740,26000,11700.000000
"T",0.040000,740,28000,12600.000000
"T",0.040000,740,28000,12600.000000
"T",0.040000,740,37000,16650.000000
"T",0.040000,741,2000,900.000000
"T",0.040000,741,4000,1800.000000
"T",0.040000,741,4000,1800.000000
"T",0.040000,741,5000,2250.000000
"T",0.040000,741,5000,2250.000000
"T",0.040000,741,7000,3150.000000
"T",0.040000,741,9000,4050.000000
"T",0.040000,741,12000,5400.000000
"T",0.040000,741,12000,5400.000000
"T",0.040000,741,18000,8100.000000
"T",0.040000,741,31000,13950.000000
"T",0.040000,742,5000,2250.000000
"T",0.040000,742,7000,3150.000000
"T",0.040000,742,10000,4500.000000
"T",0.040000,742,11000,4950.000000
"T",0.040000,742,14000,6300.000000
"T",0.040000,742,15000,6750.000000
"T",0.040000,742,18000,8100.000000
"T",0.040000,742,21000,9450.000000
"T",0.040000,742,23000,10350.000000
"T",0.040000,742,24000,10800.000000
"T",0.040000,742,28000,12600.000000
"T",0.040000,742,30000,13500.000000
"T",0.040000,742,39000,17550.000000
"T",0.040000,743,3000,1350.000000
"T",0.040000,743,3000,1350.000000
"T",0.040000,743,6000,2700.000000
"T",0.040000,743,9000,4050.000000
"T",0.040000,743,9000,4050.000000
"T",0.040000,743,13000,5850.000000
"T",0.040000,743,15000,6750.000000
"T",0.040000,743,17000,7650.000000
"T",0.040000,743,24000,10800.000000
"T",0.040000,743,26000,11700.000000
"T",0.040000,743,26000,11700.000000
"T",0.040000,744,2000,900.000000
"T",0.040000,744,2000,900.000000
"T",0.040000,744,2000,900.000000
"T",0.040000,744,2000,900.000000
"T",0.040000,744,5000,2250.000000
"T",0.040000,744,6000,2700.000000
"T",0.040000,744,9000,4050.000000
"T",0.040000,744,12000,5400.000000
"T",0.040000,744,14000,6300.000000
"T",0.040000,744,15000,6750.000000
"T",0.040000,744,17000,7650.000000
"T",0.040000,744,17000,7650.000000
"T",0.040000,744,18000,8100.000000
"T",0.040000,745,4000,1800.000000
"T",0.040000,745,5000,2250.000000
"T",0.040000,745,5000,2250.000000
"T",0.040000,745,9000,4050.000000
"T",0.040000,745,12000,5400.000000
"T",0.040000,745,14000,6300.000000
"T",0.040000,745,16000,7200.000000
"T",0.040000,745,20000,9000.000000
"T",0.040000,745,21000,9450.000000
"T",0.040000,745,22000,9900.000000
"T",0.040000,746,5000,2250.000000
"T",0.040000,746,6000,2700.000000
"T",0.040000,746,7000,3150.000000
"T",0.040000,746,8000,3600.000000
"T",0.040000,746,8000,3600.000000
"T",0.040000,746,10000,4500.000000
"T",0.040000,746,10000,4500.000000
"T",0.040000,746,21000,9450.000000
"T",0.040000,747,3000,1350.000000
"T",0.040000,747,6000,2700.000000
"T",0.040000,747,8000,3600.000000
"T",0.040000,747,8000,3600.000000
"T",0.040000,747,8000,3600.000000
"T",0.040000,747,9000,4050.000000
"T",0.040000,747,11000,4950.000000
"T",0.040000,747,14000,6300.000000
"T",0.040000,747,26000,11700.000000
"T",0.040000,747,26000,11700.000000
"T",0.040000,748,1000,450.000000
"T",0.040000,748,4000,1800.000000
"T",0.040000,748,4000,1800.000000
"T",0.040000,748,6000,2700.000000
"T",0.040000,748,7000,3150.000000
"T",0.040000,748,10000,4500.000000
"T",0.040000,748,10000,4500.000000
"T",0.040000,748,12000,5400.000000
"T",0.040000,748,15000,6750.000000
"T",0.040000,748,27000,12150.000000
"T",0.040000,749,4000,1800.000000
"T",0.040000,749,5000,2250.000000
"T",0.040000,749,6000,2700.000000
"T",0.040000,749,9000,4050.000000
"T",0.040000,749,10000,4500.000000
"T",0.040000,749,11000,4950.000000
"T",0.040000,749,12000,5400.000000
"T",0.040000,749,12000,5400.000000
"T",0.040000,749,15000,6750.000000
"T",0.040000,749,17000,7650.000000
"T",0.040000,749,35000,15750.000000
"T",0.040000,750,1000,450.000000
"T",0.040000,750,4000,1800.000000
"T",0.040000,750,4000,1800.000000
"T",0.040000,750,6000,2700.000000
"T",0.040000,750,7000,3150.000000
"T",0.040000,750,7000,3150.000000
"T",0.040000,750,7000,3150.000000
"T",0.040000,750,8000,3600.000000
"T",0.040000,750,9000,4050.000000
"T",0.040000,750,12000,5400.000000
"T",0.040000,750,21000,9450.000000
"T",0.040000,750,27000,12150.000000
"T",0.040000,750,37000,16650.000000
"T",0.040000,751,6000,2700.000000
"T",0.040000,751,6000,2700.000000
"T",0.040000,751,7000,3150.000000
"T",0.040000,751,9000,4050.000000
"T",0.040000,751,12000,5400.000000
"T",0.040000,751,22000,9900.000000
"T",0.040000,751,26000,11700.000000
"T",0.040000,752,6000,2700.000000
"T",0.040000,752,6000,2700.000000
"T",0.040000,752,6000,2700.000000
"T",0.040000,752,9000,4050.000000
"T",0.040000,752,11000,4950.000000
"T",0.040000,752,13000,5850.000000
"T",0.040000,752,15000,6750.000000
"T",0.040000,752,15000,6750.000000
"T",0.040000,752,28000,12600.000000
"T",0.040000,752,31000,13950.000000
"T",0.040000,752,38000,17100.000000
"T",0.040000,753,500,225.000000
"T",0.040000,753,1000,450.000000
"T",0.040000,753,4000,1800.000000
"T",0.040000,753,4000,1800.000000
"T",0.040000,753,5000,2250.000000
"T",0.040000,753,5000,2250.000000
"T",0.040000,753,7000,3150.000000
"T",0.040000,753,9000,4050.000000
"T",0.040000,753,9000,4050.000000
"T",0.040000,753,10000,4500.000000
"T",0.040000,753,10000,4500.000000
"T",0.040000,753,15000,6750.000000
"T",0.040000,753,15000,6750.000000
"T",0.040000,753,16000,7200.000000
"T",0.040000,753,18000,8100.000000
"T",0.040000,753,18000,8100.000000
"T",0.040000,753,27000,12150.000000
"T",0.040000,754,500,225.000000
"T",0.040000,754,1000,450.000000
"T",0.040000,754,6000,2700.000000
"T",0.040000,754,6000,2700.000000
"T",0.040000,754,6000,2700.000000
"T",0.040000,754,10000,4500.000000
"T",0.040000,754,10000,4500.000000
"T",0.040000,754,21000,9450.000000
"T",0.040000,754,24000,10800.000000
"T",0.040000,754,24000,10800.000000
"T",0.040000,754,32000,14400.000000
"T",0.040000,755,5000,2250.000000
"T",0.040000,755,6000,2700.000000
"T",0.040000,755,6000,2700.000000
"T",0.040000,755,7000,3150.000000
"T",0.040000,755,9000,4050.000000
"T",0.040000,755,9000,4050.000000
"T",0.040000,755,10000,4500.000000
"T",0.040000,755,11000,4950.000000
"T",0.040000,755,11000,4950.000000
"T",0.040000,755,14000,6300.000000
"T",0.040000,755,15000,6750.000000
"T",0.040000,755,17000,7650.000000
"T",0.040000,755,17000,7650.000000
"T",0.040000,755,17000,7650.000000
"T",0.040000,755,18000,8100.000000
"T",0.040000,755,25000,11250.000000
"T",0.040000,756,500,225.000000
"T",0.040000,756,1000,450.000000
"T",0.040000,756,4000,1800.000000
"T",0.040000,756,7000,3150.000000
"T",0.040000,756,9000,4050.000000
"T",0.040000,756,11000,4950.000000
"T",0.040000,756,18000,8100.000000
"T",0.040000,756,26000,11700.000000
"T",0.040000,756,27000,12150.000000
"T",0.040000,757,3000,1350.000000
"T",0.040000,757,4000,1800.000000
"T",0.040000,757,7000,3150.000000
"T",0.040000,757,7000,3150.000000
"T",0.040000,757,9000,4050.000000
"T",0.040000,757,11000,4950.000000
"T",0.040000,757,13000,5850.000000
"T",0.040000,757,19000,8550.000000
"T",0.040000,757,24000,10800.000000
"T",0.040000,758,1000,450.000000
"T",0.040000,758,2000,900.000000
"T",0.040000,758,3000,1350.000000
"T",0.040000,758,6000,2700.000000
"T",0.040000,758,8000,3600.000000
"T",0.040000,758,9000,4050.000000
"T",0.040000,758,17000,7650.000000
"T",0.040000,758,24000,10800.000000
"T",0.040000,758,24000,10800.000000
"T",0.040000,759,2000,900.000000
"T",0.040000,759,5000,2250.000000
"T",0.040000,759,5000,2250.000000
"T",0.040000,759,7000,3150.000000
"T",0.040000,759,7000,3150.000000
"T",0.040000,759,24000,10800.000000
"T",0.040000,759,30000,13500.000000
"T",0.040000,760,2000,900.000000
"T",0.040000,760,3000,1350.000000
"T",0.040000,760,4000,1800.000000
"T",0.040000,760,7000,3150.000000
"T",0.040000,760,8000,3600.000000
"T",0.040000,760,9000,4050.000000
"T",0.040000,760,9000,4050.000000
"T",0.040000,760,10000,4500.000000
"T",0.040000,760,12000,5400.000000
"T",0.040000,760,12000,5400.000000
"T",0.040000,760,14000,6300.000000
"T",0.040000,760,14000,6300.000000
"T",0.040000,760,17000,7650.000000
"T",0.040000,760,22000,9900.000000
"T",0.040000,760,23000,10350.000000
"T",0.040000,760,26000,11700.000000
"T",0.040000,760,32000,14400.000000
"T",0.040000,761,2000,900.000000
"T",0.040000,761,4000,1800.000000
"T",0.040000,761,7000,3150.000000
"T",0.040000,761,7000,3150.000000
"T",0.040000,761,9000,4050.000000
"T",0.040000,761,9000,4050.000000
"T",0.040000,761,11000,4950.000000
"T",0.040000,761,16000,7200.000000
"T",0.040000,761,25000,11250.000000
"T",0.040000,761,36000,16200.000000
"T",0.040000,762,2000,900.000000
"T",0.040000,762,7000,3150.000000
"T",0.040000,762,8000,3600.000000
"T",0.040000,762,10000,4500.000000
"T",0.040000,762,17000,7650.000000
"T",0.040000,762,22000,9900.000000
"T",0.040000,762,25000,11250.000000
"T",0.040000,763,1000,450.000000
"T",0.040000,763,5000,2250.000000
"T",0.040000,763,9000,4050.000000
"T",0.040000,763,10000,4500.000000
"T",0.040000,763,10000,4500.000000
"T",0.040000,763,15000,6750.000000
"T",0.040000,763,20000,9000.000000
"T",0.040000,763,28000,12600.000000
"T",0.040000,763,29000,13050.000000
"T",0.040000,764,500,225.000000
"T",0.040000,764,1000,450.000000
"T",0.040000,764,8000,3600.000000
"T",0.040000,764,10000,4500.000000
"T",0.040000,764,12000,5400.000000
"T",0.040000,764,15000,6750.000000
"T",0.040000,764,15000,6750.000000
"T",0.040000,764,16000,7200.000000
"T",0.040000,764,17000,7650.000000
"T",0.040000,764,24000,10800.000000
"T",0.040000,764,30000,13500.000000
"T",0.040000,764,36000,16200.000000
"T",0.040000,765,4000,1800.000000
"T",0.040000,765,22000,9900.000000
"T",0.040000,765,23000,10350.000000
"T",0.040000,765,34000,15300.000000
"T",0.040000,766,5000,2250.000000
"T",0.040000,766,8000,3600.000000
"T",0.040000,766,11000,4950.000000
"T",0.040000,766,12000,5400.000000
"T",0.040000,766,18000,8100.000000
"T",0.040000,767,2000,900.000000
"T",0.040000,767,6000,2700.000000
"T",0.040000,767,7000,3150.000000
"T",0.040000,767,7000,3150.000000
"T",0.040000,767,8000,3600.000000
"T",0.040000,767,8000,3600.000000
"T",0.040000,767,8000,3600.000000
"T",0.040000,767,10000,4500.000000
"T",0.040000,767,11000,4950.000000
"T",0.040000,767,13000,5850.000000
"T",0.040000,767,15000,6750.000000
"T",0.040000,767,17000,7650.000000
"T",0.040000,767,18000,8100.000000
"T",0.040000,767,23000,10350.000000
"T",0.040000,767,25000,11250.000000
"T",0.040000,767,38000,17100.000000
"T",0.040000,768,3000,1350.000000
"T",0.040000,768,8000,3600.000000
"T",0.040000,768,11000,4950.000000
"T",0.040000,768,15000,6750.000000
"T",0.040000,768,19000,8550.000000
"T",0.040000,768,19000,8550.000000
"T",0.040000,768,22000,9900.000000
"T",0.040000,768,26000,11700.000000
"T",0.040000,769,4000,1800.000000
"T",0.040000,769,5000,2250.000000
"T",0.040000,769,5000,2250.000000
"T",0.040000,769,13000,5850.000000
"T",0.040000,769,14000,6300.000000
"T",0.040000,769,34000,15300.000000
"T",0.040000,770,2000,900.000000
"T",0.040000,770,4000,1800.000000
"T",0.040000,770,5000,2250.000000
"T",0.040000,770,7000,3150.000000
"T",0.040000,770,8000,3600.000000
"T",0.040000,770,9000,4050.000000
"T",0.040000,770,15000,6750.000000
"T",0.040000,770,19000,8550.000000
"T",0.040000,770,38000,17100.000000
"T",0.040000,771,500,225.000000
"T",0.040000,771,1000,450.000000
"T",0.040000,771,8000,3600.000000
"T",0.040000,771,11000,4950.000000
"T",0.040000,771,14000,6300.000000
"T",0.040000,771,15000,6750.000000
"T",0.040000,771,17000,7650.000000
"T",0.040000,771,20000,9000.000000
"T",0.040000,771,24000,10800.000000
"T",0.040000,771,24000,10800.000000
"T",0.040000,771,33000,14850.000000
"T",0.040000,772,3000,1350.000000
"T",0.040000,772,6000,2700.000000
"T",0.040000,772,8000,3600.000000
"T",0.040000,772,9000,4050.000000
"T",0.040000,772,9000,4050.000000
"T",0.040000,772,9000,4050.000000
"T",0.040000,772,10000,4500.000000
"T",0.040000,772,11000,4950.000000
"T",0.040000,772,13000,5850.000000
"T",0.040000,772,23000,10350.000000
"T",0.040000,772,27000,12150.000000
"T",0.040000,773,1000,450.000000
"T",0.040000,773,2000,900.000000
"T",0.040000,773,6000,2700.000000
"T",0.040000,773,9000,4050.000000
"T",0.040000,773,9000,4050.000000
"T",0.040000,773,10000,4500.000000
"T",0.040000,773,10000,4500.000000
"T",0.040000,773,12000,5400.000000
"T",0.040000,773,15000,6750.000000
"T",0.040000,773,15000,6750.000000
"T",0.040000,773,22000,9900.000000
"T",0.040000,774,5000,2250.000000
"T",0.040000,774,6000,2700.000000
"T",0.040000,774,7000,3150.000000
"T",0.040000,774,8000,3600.000000
"T",0.040000,774,30000,13500.000000
"T",0.040000,775,7000,3150.000000
"T",0.040000,775,9000,4050.000000
"T",0.040000,775,13000,5850.000000
"T",0.040000,776,500,225.000000
"T",0.040000,776,3000,1350.000000
"T",0.040000,776,5000,2250.000000
"T",0.040000,776,7000,3150.000000
"T",0.040000,776,7000,3150.000000
"T",0.040000,776,8000,3600.000000
"T",0.040000,776,9000,4050.000000
"T",0.040000,776,12000,5400.000000
"T",0.040000,776,15000,6750.000000
"T",0.040000,776,18000,8100.000000
"T",0.040000,776,24000,10800.000000
"T",0.040000,776,30000,13500.000000
"T",0.040000,776,30000,13500.000000
"T",0.040000,777,4000,1800.000000
"T",0.040000,777,5000,2250.000000
"T",0.040000,777,6000,2700.000000
"T",0.040000,777,6000,2700.000000
"T",0.040000,777,11000,4950.000000
"T",0.040000,777,24000,10800.000000
"T",0.040000,777,28000,12600.000000
"T",0.040000,777,41000,18450.000000
"T",0.040000,778,3000,1350.000000
"T",0.040000,778,5000,2250.000000
"T",0.040000,778,5000,2250.000000
"T",0.040000,778,7000,3150.000000
"T",0.040000,778,14000,6300.000000
"T",0.040000,778,17000,7650.000000
"T",0.040000,778,38000,17100.000000
"T",0.040000,779,1000,450.000000
"T",0.040000,779,4000,1800.000000
"T",0.040000,779,5000,2250.000000
"T",0.040000,779,6000,2700.000000
"T",0.040000,779,12000,5400.000000
"T",0.040000,779,39000,17550.000000
"T",0.040000,780,3000,1350.000000
"T",0.040000,780,5000,2250.000000
"T",0.040000,780,14000,6300.000000
"T",0.040000,780,27000,12150.000000
"T",0.040000,780,36000,16200.000000
"T",0.040000,781,7000,3150.000000
"T",0.040000,781,10000,4500.000000
"T",0.040000,781,13000,5850.000000
"T",0.040000,781,20000,9000.000000
"T",0.040000,782,9000,4050.000000
"T",0.040000,782,11000,4950.000000
"T",0.040000,782,12000,5400.000000
"T",0.040000,782,13000,5850.000000
"T",0.040000,782,13000,5850.000000
"T",0.040000,782,22000,9900.000000
"T",0.040000,782,22000,9900.000000
"T",0.040000,782,30000,13500.000000
"T",0.040000,783,3000,1350.000000
"T",0.040000,783,3000,1350.000000
"T",0.040000,783,5000,2250.000000
"T",0.040000,783,10000,4500.000000
"T",0.040000,783,12000,5400.000000
"T",0.040000,783,13000,5850.000000
"T",0.040000,783,17000,7650.000000
"T",0.040000,783,18000,8100.000000
"T",0.040000,783,26000,11700.000000
"T",0.040000,783,26000,11700.000000
"T",0.040000,783,26000,11700.000000
"T",0.040000,783,35000,15750.000000
"T",0.040000,784,4000,1800.000000
"T",0.040000,784,8000,3600.000000
"T",0.040000,784,12000,5400.000000
"T",0.040000,784,14000,6300.000000
"T",0.040000,784,16000,7200.000000
"T",0.040000,784,17000,7650.000000
"T",0.040000,784,29000,13050.000000
"T",0.040000,785,1000,450.000000
"T",0.040000,785,2000,900.000000
"T",0.040000,785,5000,2250.000000
"T",0.040000,785,6000,2700.000000
"T",0.040000,785,9000,4050.000000
"T",0.040000,785,10000,4500.000000
"T",0.040000,785,14000,6300.000000
"T",0.040000,785,24000,10800.000000
"T",0.040000,785,27000,12150.000000
"T",0.040000,786,2000,900.000000
"T",0.040000,786,9000,4050.000000
"T",0.040000,786,10000,4500.000000
"T",0.040000,786,11000,4950.000000
"T",0.040000,786,11000,4950.000000
"T",0.040000,786,12000,5400.000000
"T",0.040000,786,18000,8100.000000
"T",0.040000,786,21000,9450.000000
"T",0.040000,786,21000,9450.000000
"T",0.040000,786,25000,11250.000000
"T",0.040000,786,27000,12150.000000
"T",0.040000,787,1000,450.000000
"T",0.040000,787,6000,2700.000000
"T",0.040000,787,9000,4050.000000
"T",0.040000,787,10000,4500.000000
"T",0.040000,787,27000,12150.000000
"T",0.040000,788,3000,1350.000000
"T",0.040000,788,4000,1800.000000
"T",0.040000,788,6000,2700.000000
"T",0.040000,788,8000,3600.000000
"T",0.040000,788,10000,4500.000000
"T",0.040000,788,11000,4950.000000
"T",0.040000,788,12000,5400.000000
"T",0.040000,788,22000,9900.000000
"T",0.040000,788,28000,12600.000000
"T",0.040000,788,34000,15300.000000
"T",0.040000,789,1000,450.000000
"T",0.040000,789,8000,3600.000000
"T",0.040000,789,8000,3600.000000
"T",0.040000,789,13000,5850.000000
"T",0.040000,790,7000,3150.000000
"T",0.040000,790,13000,5850.000000
"T",0.040000,790,15000,6750.000000
"T",0.040000,790,15000,6750.000000
"T",0.040000,790,18000,8100.000000
"T",0.040000,790,20000,9000.000000
"T",0.040000,790,30000,13500.000000
"T",0.040000,791,4000,1800.000000
"T",0.040000,791,12000,5400.000000
"T",0.040000,791,12000,5400.000000
"T",0.040000,792,19000,8550.000000
"T",0.040000,792,31000,13950.000000
"T",0.040000,793,6000,2700.000000
"T",0.040000,793,6000,2700.000000
"T",0.040000,793,7000,3150.000000
"T",0.040000,793,10000,4500.000000
"T",0.040000,793,17000,7650.000000
"T",0.040000,793,18000,8100.000000
"T",0.040000,793,20000,9000.000000
"T",0.040000,793,23000,10350.000000
"T",0.040000,793,35000,15750.000000
"T",0.040000,794,4000,1800.000000
"T",0.040000,794,4000,1800.000000
"T",0.040000,794,9000,4050.000000
"T",0.040000,794,12000,5400.000000
"T",0.040000,794,16000,7200.000000
"T",0.040000,795,6000,2700.000000
"T",0.040000,795,12000,5400.000000
"T",0.040000,795,15000,6750.000000
"T",0.040000,795,15000,6750.000000
"T",0.040000,795,16000,7200.000000
"T",0.040000,795,18000,8100.000000
"T",0.040000,795,24000,10800.000000
"T",0.040000,796,9000,4050.000000
"T",0.040000,796,11000,4950.000000
"T",0.040000,796,12000,5400.000000
"T",0.040000,796,15000,6750.000000
"T",0.040000,796,20000,9000.000000
"T",0.040000,796,21000,9450.000000
"T",0.040000,797,3000,1350.000000
"T",0.040000,797,4000,1800.000000
"T",0.040000,797,20000,9000.000000
"T",0.040000,798,12000,5400.000000
"T",0.040000,798,12000,5400.000000
"T",0.040000,798,13000,5850.000000
"T",0.040000,799,3000,1350.000000
"T",0.040000,799,6000,2700.000000
"T",0.040000,799,10000,4500.000000
"T",0.040000,799,14000,6300.000000
"T",0.040000,799,19000,8550.000000
"T",0.040000,800,2000,900.000000
"T",0.040000,800,4000,1800.000000
"T",0.040000,800,5000,2250.000000
"T",0.040000,800,6000,2700.000000
"T",0.040000,800,10000,4500.000000
"T",0.040000,801,12000,5400.000000
"T",0.040000,801,13000,5850.000000
"T",0.040000,801,23000,10350.000000
"T",0.040000,801,37000,16650.000000
"T",0.040000,802,7000,3150.000000
"T",0.040000,802,28000,12600.000000
"T",0.040000,802,35000,15750.000000
"T",0.040000,802,38000,17100.000000
"T",0.040000,803,1000,450.000000
"T",0.040000,803,1000,450.000000
"T",0.040000,803,3000,1350.000000
"T",0.040000,803,5000,2250.000000
"T",0.040000,803,12000,5400.000000
"T",0.040000,803,15000,6750.000000
"T",0.040000,803,27000,12150.000000
"T",0.040000,804,6000,2700.000000
"T",0.040000,804,30000,13500.000000
"T",0.040000,805,3000,1350.000000
"T",0.040000,805,9000,4050.000000
"T",0.040000,805,9000,4050.000000
"T",0.040000,805,19000,8550.000000
"T",0.040000,805,20000,9000.000000
"T",0.040000,805,25000,11250.000000
"T",0.040000,806,1000,450.000000
"T",0.040000,806,10000,4500.000000
"T",0.040000,806,33000,14850.000000
"T",0.040000,807,13000,5850.000000
"T",0.040000,807,16000,7200.000000
"T",0.040000,807,21000,9450.000000
"T",0.040000,807,24000,10800.000000
"T",0.040000,807,33000,14850.000000
"T",0.040000,808,8000,3600.000000
"T",0.040000,808,15000,6750.000000
"T",0.040000,808,38000,17100.000000
"T",0.040000,809,3000,1350.000000
"T",0.040000,809,8000,3600.000000
"T",0.040000,809,14000,6300.000000
"T",0.040000,809,16000,7200.000000
"T",0.040000,809,18000,8100.000000
"T",0.040000,810,16000,7200.000000
"T",0.040000,810,19000,8550.000000
"T",0.040000,811,9000,4050.000000
"T",0.040000,811,9000,4050.000000
"T",0.040000,811,10000,4500.000000
"T",0.040000,812,4000,1800.000000
"T",0.040000,812,11000,4950.000000
"T",0.040000,813,3000,1350.000000
"T",0.040000,813,6000,2700.000000
"T",0.040000,813,7000,3150.000000
"T",0.040000,814,2000,900.000000
"T",0.040000,814,10000,4500.000000
"T",0.040000,814,12000,5400.000000
"T",0.040000,814,26000,11700.000000
"T",0.040000,815,24000,10800.000000
"T",0.040000,816,6000,2700.000000
"T",0.040000,816,13000,5850.000000
"T",0.040000,816,22000,9900.000000
"T",0.040000,816,22000,9900.000000
"T",0.040000,817,5000,2250.000000
"T",0.040000,818,17000,7650.000000
"T",0.040000,821,2000,900.000000
"T",0.040000,822,8000,3600.000000
"T",0.040000,822,20000,9000.000000
"T",0.040000,823,2000,900.000000
"T",0.040000,823,8000,3600.000000
"T",0.040000,823,10000,4500.000000
"T",0.040000,824,23000,10350.000000
"T",0.040000,824,25000,11250.000000
"T",0.040000,827,17000,7650.000000
"T",0.040000,827,23000,10350.000000
"T",0.040000,828,18000,8100.000000
"T",0.040000,833,25000,11250.000000
"T",0.040000,835,37000,16650.000000
"T",0.040000,842,13000,5850.000000
"T",0.040000,845,1000,450.000000
"T",0.040000,846,20000,9000.000000
"T",0.050000,627,8000,3600.000000
"T",0.050000,640,2000,900.000000
"T",0.050000,644,19000,8550.000000
"T",0.050000,649,5000,2250.000000
"T",0.050000,649,7000,3150.000000
"T",0.050000,650,10000,4500.000000
"T",0.050000,651,7000,3150.000000
"T",0.050000,651,7000,3150.000000
"T",0.050000,651,13000,5850.000000
"T",0.050000,652,500,225.000000
"T",0.050000,652,7000,3150.000000
"T",0.050000,652,9000,4050.000000
"T",0.050000,653,1000,450.000000
"T",0.050000,653,5000,2250.000000
"T",0.050000,654,6000,2700.000000
"T",0.050000,654,13000,5850.000000
"T",0.050000,654,20000,9000.000000
"T",0.050000,655,2000,900.000000
"T",0.050000,655,10000,4500.000000
"T",0.050000,655,12000,5400.000000
"T",0.050000,655,36000,16200.000000
"T",0.050000,656,7000,3150.000000
"T",0.050000,656,20000,9000.000000
"T",0.050000,656,21000,9450.000000
"T",0.050000,657,5000,2250.000000
"T",0.050000,657,6000,2700.000000
"T",0.050000,657,8000,3600.000000
"T",0.050000,657,15000,6750.000000
"T",0.050000,657,15000,6750.000000
"T",0.050000,657,18000,8100.000000
"T",0.050000,658,500,225.000000
"T",0.050000,658,3000,1350.000000
"T",0.050000,658,5000,2250.000000
"T",0.050000,658,5000,2250.000000
"T",0.050000,658,7000,3150.000000
"T",0.050000,658,7000,3150.000000
"T",0.050000,658,8000,3600.000000
"T",0.050000,658,9000,4050.000000
"T",0.050000,658,9000,4050.000000
"T",0.050000,658,17000,7650.000000
"T",0.050000,658,22000,9900.000000
"T",0.050000,658,23000,10350.000000
"T",0.050000,659,500,225.000000
"T",0.050000,659,3000,1350.000000
"T",0.050000,659,9000,4050.000000
"T",0.050000,659,9000,4050.000000
"T",0.050000,659,9000,4050.000000
"T",0.050000,659,11000,4950.000000
"T",0.050000,659,16000,7200.000000
"T",0.050000,659,30000,13500.000000
"T",0.050000,660,5000,2250.000000
"T",0.050000,660,8000,3600.000000
"T",0.050000,660,8000,3600.000000
"T",0.050000,660,9000,4050.000000
"T",0.050000,660,15000,6750.000000
"T",0.050000,660,16000,7200.000000
"T",0.050000,660,25000,11250.000000
"T",0.050000,660,36000,16200.000000
"T",0.050000,661,2000,900.000000
"T",0.050000,661,2000,900.000000
"T",0.050000,661,11000,4950.000000
"T",0.050000,661,13000,5850.000000
"T",0.050000,661,17000,7650.000000
"T",0.050000,661,19000,8550.000000
"T",0.050000,662,2000,900.000000
"T",0.050000,662,7000,3150.000000
"T",0.050000,662,8000,3600.000000
"T",0.050000,662,9000,4050.000000
"T",0.050000,662,9000,4050.000000
"T",0.050000,662,11000,4950.000000
"T",0.050000,662,14000,6300.000000
"T",0.050000,662,14000,6300.000000
"T",0.050000,662,16000,7200.000000
"T",0.050000,663,2000,900.000000
"T",0.050000,663,3000,1350.000000
"T",0.050000,663,3000,1350.000000
"T",0.050000,663,3000,1350.000000
"T",0.050000,663,5000,2250.000000
"T",0.050000,663,6000,2700.000000
